SV_TAXONOMY,TAXONOMY_NAME,RG_REFERENCE,RG_NAME,SV_REFERENCE,SV_NAME,SV_DESCRIPTION,SL_REFERENCE,LC_REFERENCE,PHONE_NUMBER,WEBSITE,EMAIL_ADDRESS,WHEELCHAIR_ACCESSIBLE,LANGUAGE,HOURS,STREET_NUMBER,STREET_NAME,STREET_TYPE,STREET_DIRECTION,CITY,PROVINCE,POSTAL_CODE,LATITUDE,LONGITUDE,811_LINK
LN-9300,Walk In Medical Clinics,29928107,Wheelhouse Integrative Medical Clinic,29928168,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory hours also available.",29928190,29928183,2503917554,wheelhouseintegrativemedicalclinic.com/walk-in-clinic/,,N,,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 10:00 - 16:00; Sun 10:00 - 16:00; Open statutory holidays 10:00 - 16:00. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,107-2349 Millstream Road,,,,Victoria,BC,V9B 3R5,48.463909,-123.499077,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=29928168&SiteResourceAgencyNum=29928183
LN-9300,Walk In Medical Clinics,29928107,Wheelhouse Integrative Medical Clinic,29928168,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory hours also available.",29928190,29928183,2503917554,wheelhouseintegrativemedicalclinic.com/walk-in-clinic/,,N,,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 10:00 - 16:00; Sun 10:00 - 16:00; Open statutory holidays 10:00 - 16:00. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,107-2349 Millstream Road,,,,Victoria,BC,V9B 3R5,48.463909,-123.499077,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=29928168&SiteResourceAgencyNum=29928183
LN-9300,Walk In Medical Clinics,17656432,Gibsons Medical Associates,17656433,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis.,17656435,17656434,6048862868,http://gibsonsmedicalassociates.net/,,N,English,"Walk-in Clinic Hours:  Mon - Fri, 9 a.m. - 4:30 p.m.",1100 Sunshine Coast Highway,,,,Gibsons,BC,V0N 1V0,49.40658,-123.530368,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656433&SiteResourceAgencyNum=17656434
LN-9300,Walk In Medical Clinics,17656303,Fairfield Medical Treatment Centre,17656304,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice.,17656306,17656305,2505923496,,,Y,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Closed from 12:00 - 14:00 for lunch.,1105 Pandora Avenue,,,,Victoria,BC,V8V 3P9,48.426737,-123.352828,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656304&SiteResourceAgencyNum=17656305
LN-9300,Walk In Medical Clinics,17655079,Care Point Medical Centres,17655143,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see specific location for details.",17655148,17655085,6049159517,www.cbi.ca/web/carepoint,,Y,,Mon 08:00 - 21:00; Tue 08:00 - 21:00; Wed 08:00 - 21:00; Thu 08:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 18:00; Sun 09:00 - 19:00; Hours are subject to change.  Please call to confirm.,1123 Davie Street,,,,Vancouver,BC,V6E 1N2,49.280813,-123.131466,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655143&SiteResourceAgencyNum=17655085
LN-9300,Walk In Medical Clinics,17655299,Kootenay Lake Medical Clinic,17655300,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Saturday, Sunday and statutory holiday hours also available.",17655302,17655301,2503524666,www.nelsonwalkin.com,jrdale@netidea.com,N,English,"Mon - Fri, 9 a.m. - 6 p.m.; Sat, 9:30 a.m. - 5 p.m.; Sun, 11 a.m. - 3 p.m.; Statutory holidays, 11 a.m. - 5 p.m.; Please note that hours are subject to physician availablility, recommend calling ahead to confirm.",1140 Lakeside Drive,,,,Nelson,BC,V1L 5Z3,49.498677,-117.291323,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655300&SiteResourceAgencyNum=17655301
LN-9300,Walk In Medical Clinics,17657895,North Vancouver Medical Clinic,17657896,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.,17657898,17657897,6049048804,,,N,,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 08:00 - 17:00; Sun 09:00 - 14:00;,115 16th Street W,,,,North Vancouver,BC,V7M 1T3,49.323109,-123.072992,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657896&SiteResourceAgencyNum=17657897
LN-9300,Walk In Medical Clinics,17640735,Denning Health Group,17640736,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. May include a family practice, weekend, and evening clinic hours. Please see specific location for details.",28093077,28093052,6045430888,www.denninghealth.ca/contact/locations/surrey-nordel-way/,info@denninghealth.ca,N,,Mon 07:30 - 17:00; Tue 07:30 - 18:45; Wed 07:30 - 18:00; Thu 07:30 - 18:00; Fri 07:30 - 17:00; Sat 08:00 - 17:00; Sun 09:00 - 17:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,115-12080 Nordel Way,,,,Surrey,BC,V3W 1P6,49.161098,-122.888604,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640736&SiteResourceAgencyNum=28093052
LN-9300,Walk In Medical Clinics,17661350,Esquimalt Medical Clinic,17661351,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.,17661353,17661352,7782654305,http://esquimaltmedicalclinic.com/,office@EsquimaltMedicalClinic.com,Y,English,Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 17:00; Sat 09:00 - 17:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,1153 Esquimalt Road,,,,Victoria,BC,V9A 3N7,48.429952,-123.409936,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661351&SiteResourceAgencyNum=17661352
LN-9300,Walk In Medical Clinics,17657783,Wave Medical Clinic,17657784,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis.,17657786,17657785,6045584044,http://www.wavemedicalclinic.com,info@wavemedicalclinic.com,Y,"English, Burmese, Bengali, Hindi, Urdu",Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00;,1160 Burrard Street,,,,Vancouver,BC,V6Z 2E8,49.279513,-123.12848,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657784&SiteResourceAgencyNum=17657785
LN-9300,Walk In Medical Clinics,17657864,Ironwood Medical Clinic,17657865,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday clinic hours offered.,17657867,17657866,6044489595,www.mydoctor.ca/patient/pws/viewClinicPublicWebSite.do?url=ironwoodmedical&webSiteLanguage=en,,Y,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 15:00; Closed statutory holidays,11666 Steveston Highway,,,,Richmond,BC,V7A 5J3,49.133312,-123.094082,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657865&SiteResourceAgencyNum=17657866
LN-9300,Walk In Medical Clinics,17658244,Cambie Plaza Medical Clinic,17658245,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, and Sunday hours also available.",17658247,17658246,6042709833,,,N,,Mon 08:00 - 19:00; Tue 08:00 - 19:00; Wed 08:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 09:00 - 16:00; Sun 10:00 - 16:00;,11700 Cambie Road,,,,Richmond,BC,V6X 1L5,49.184268,-123.09342,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658245&SiteResourceAgencyNum=17658246
LN-9300,Walk In Medical Clinics,17657795,Eagle Ridge Medical Clinic,17657796,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis.  Includes a family medical practice. Saturday, Sunday hours also available.",17657798,17657797,6049450032,,,Y,,Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Sat 09:00 - 12:00; Sun 09:00 - 12:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,1173 The High Street,,,,Coquitlam,BC,V3B 0B1,49.28314,-122.796051,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657796&SiteResourceAgencyNum=17657797
LN-9300,Walk In Medical Clinics,17655079,Care Point Medical Centres,17655143,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see specific location for details.",17655150,17655089,6046815338,www.cbi.ca/web/carepoint,,N,,Mon 08:30 - 21:00; Tue 08:30 - 21:00; Wed 08:30 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 21:00; Hours are subject to change.  Please call to confirm.,1175 Denman Street,,,,Vancouver,BC,V6G 2N1,49.287962,-123.14079,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655143&SiteResourceAgencyNum=17655089
LN-9300,Walk In Medical Clinics,17661467,Lynn Valley Medical Clinic,17661468,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.",17661470,17661469,,,,Y,,Mon 08:00 - 19:00; Tue 08:00 - 19:00; Wed 08:00 - 19:00; Thu 08:00 - 19:00; Fri 08:00 - 19:00; Sat 09:00 - 18:00; Sun 09:00 - 18:00; Statuatory Holidays 09:00 - 18:00,1200 Lynn Valley Road,,,,North Vancouver,BC,V7J 2A2,49.336367,-123.039,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661468&SiteResourceAgencyNum=17661469
LN-9300,Walk In Medical Clinics,17661467,Lynn Valley Medical Clinic,17661468,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.",17661470,17661469,,,,Y,,Mon 08:00 - 19:00; Tue 08:00 - 19:00; Wed 08:00 - 19:00; Thu 08:00 - 19:00; Fri 08:00 - 19:00; Sat 09:00 - 18:00; Sun 09:00 - 18:00; Statuatory Holidays 09:00 - 18:00,1200 Lynn Valley Road,,,,North Vancouver,BC,V7J 2A2,49.336367,-123.039,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661468&SiteResourceAgencyNum=17661469
LN-9300,Walk In Medical Clinics,17657907,Cottonwood Medical Clinic,17657908,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered seven days a week.,17657910,17657909,6044769705,,,Y,,Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 09:00 - 20:00; Sun 09:00 - 20:00; Clinic hours may vary due to patient volume and physician's availability. Please call to confirm.,12005 238th Street,,,,Maple Ridge,BC,V4R 1W1,49.22069,-122.561484,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657908&SiteResourceAgencyNum=17657909
LN-9300,Walk In Medical Clinics,17657915,Pemberton Marine Medical Clinic,17657916,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Thursday. Weekend and statutory hours also available.,17657918,17657917,6049860677,,,N,,Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 17:00; Sat 09:00 - 15:00; Sun 09:00 - 17:00; Statutory holidays 09:00 - 17:00; closed on Christmas Day.,1256 Marine,,,,North Vancouver,BC,V7P 1T2,49.323904,-123.108578,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657916&SiteResourceAgencyNum=17657917
LN-9300,Walk In Medical Clinics,17658979,Doc-Side Medical,17658983,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis.,17658984,17658981,6046331234,,,N,,Mon 12:00 - 17:30; Tue 09:00 - 17:30; Wed 12:00 - 17:30; Thu 09:00 - 17:30; Fri 09:00 - 15:00;,678 East Hastings Street,,,,Vancouver,BC,V6A 2S5,49.283827,-123.099576,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658983&SiteResourceAgencyNum=17658981
LN-9300,Walk In Medical Clinics,17657787,Island Emerald Medical Centre,17657788,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours are available.,17657790,17657789,2507543218,,,Y,,Sat 10:00 - 16:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,1273 Island Highway S,,,,Nanaimo,BC,V9R 7A4,49.183609,-123.955637,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657788&SiteResourceAgencyNum=17657789
LN-9300,Walk In Medical Clinics,17658329,Kwantlen Medical Clinic,17658330,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis.. Saturday clinic hours also available.,17658332,17658331,6045728161,,,N,English,"Mon - Fri, 9 a.m. - 4 p.m.; Sat, 9 a.m. - 1 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",12818 72nd Avenue,,,,Surrey,BC,V3W 2M9,49.13365,-122.867417,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658330&SiteResourceAgencyNum=17658331
LN-9300,Walk In Medical Clinics,17640735,Denning Health Group,17640736,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. May include a family practice, weekend, and evening clinic hours. Please see specific location for details.",28093079,28093045,6045843531,www.denninghealth.ca/contact/locations/surrey-cedar-hills/,info@denninghealth.ca,N,,Mon 07:00 - 21:00; Tue 07:00 - 21:00; Wed 07:00 - 15:30; Thu 07:00 - 15:30; Fri 07:00 - 21:00; Sat 08:30 - 21:00; Sun 09:00 - 21:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,12860 96th Avenue,,,,Surrey,BC,V3V 6A8,49.176233,-122.865951,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640736&SiteResourceAgencyNum=28093045
LN-9300,Walk In Medical Clinics,17656328,Yaletown Medical Clinic,17656329,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.",17656331,17656330,6046332474,www.yaletownmedicalclinic.ca,,Y,,Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 10:00 - 18:00; Sun 10:00 - 18:00; Statutory Holidays 10:00 - 18:00,1296 Pacific Boulevard,,,,Vancouver,BC,V6Z 2V1,49.273447,-123.12342,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656329&SiteResourceAgencyNum=17656330
LN-9300,Walk In Medical Clinics,17662624,Eljen Medical Clinic,17662625,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice.,17662627,17662626,2507827525,,,N,,Mon 08:00 - 17:00; Tue 08:00 - 17:00; Wed 08:00 - 17:00; Thu 08:00 - 17:00; Fri 08:00 - 17:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,1300 111 Avenue,,,,Dawson Creek,BC,V1G 2X5,55.749128,-120.237571,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17662625&SiteResourceAgencyNum=17662626
LN-9300,Walk In Medical Clinics,17659443,Rosedale Medical Associates,17659444,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening walk-in clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.",17659446,17659445,2504044242,,,N,,Mon 17:00 - 19:30; Tue 17:00 - 19:30; Wed 17:00 - 19:30; Thu 17:00 - 19:30; Fri 17:00 - 19:00; Sat 13:00 - 16:00; Sun 13:00 - 16:00; Closed satutory holidays; please note that hours are subject to physician availability and patient volume.,200-13009 Rosedale Avenue,,,,Summerland,BC,V0H 1Z0,49.601216,-119.677714,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659444&SiteResourceAgencyNum=17659445
